country,date,location,cause_of_death
Abania,2014-11-20,Tirana,Veh. Accid-Auto
Afghanistan,2012-05-05,Afghanistan,Terrorist Action
Afghanistan,2012-06-19,Afghanistan,Terrorist Action
Afghanistan,2015-01-14,Afghanistan/Pakistan Border,Hostage-related
Afghanistan,2013-04-29,"Bagram, Afghanistan",Air Accident
Afghanistan,2013-04-29,"Bagram, Afghanistan",Air Accident
Afghanistan,2013-04-29,"Bagram, Afghanistan",Air Accident
Afghanistan,2013-04-29,"Bagram, Afghanistan",Air Accident
Afghanistan,2013-04-29,"Bagram, Afghanistan",Air Accident
Afghanistan,2013-04-29,"Bagram, Afghanistan",Air Accident
Afghanistan,2013-04-29,"Bagram, Afghanistan",Air Accident
Afghanistan,2013-11-29,"Bagram, Afghanistan",Terrorist Action
Afghanistan,2013-11-29,"Bagram, Afghanistan",Terrorist Action
Afghanistan,2014-01-10,"Bagram,Parwan",Air Accident
Afghanistan,2010-05-19,"Bagram,Parwan, Afghanistan",Terrorist Action
Afghanistan,2012-04-18,"Camp Eggers, Kabul, Afghanistan",Suicide
Afghanistan,2014-07-30,"Dand ,Kandahar",Terrorist Action
Afghanistan,2014-04-24,"Darulaman,Kabul",Terrorist Action
Afghanistan,2014-04-24,"Darulaman,Kabul",Terrorist Action
Afghanistan,2014-04-24,"Darulaman,Kabul",Terrorist Action
Afghanistan,2011-04-28,"FOB Bermel/Boris, Afghanistan",Terrorist Action
Afghanistan,2012-06-01,"FOB Salerno, Afghanistan",Terrorist Action
Afghanistan,2013-06-08,"FOB Sharana, Afghanistan",Terrorist Action
Afghanistan,2010-08-05,"Faizabad, Badakhan, Afghanistan",Terrorist Action
Afghanistan,2010-08-05,"Faizabad, Badakhshan, Afghanistan",Terrorist Action
Afghanistan,2010-08-05,"Faizabad, Badakhshan, Afghanistan",Terrorist Action
Afghanistan,2010-08-05,"Faizabad, Badakhshan, Afghanistan",Terrorist Action
Afghanistan,2010-08-05,"Faizabad, Badakhshan, Afghanistan",Terrorist Action
Afghanistan,2010-08-05,"Faizabad, Badakhshan, Afghanistan",Terrorist Action
Afghanistan,2011-09-05,"Ghazni Province, Afghanistan",Terrorist Action
Afghanistan,2016-06-05,Helmand Province,Terrorist Action
Afghanistan,2012-01-16,"Helmand, Afghanistan",Air Accident
Afghanistan,2012-01-16,"Helmand, Afghanistan",Air Accident
Afghanistan,2012-01-16,"Helmand, Afghanistan",Air Accident
Afghanistan,2012-07-22,"Herat, Afghanistan",Terrorist Action
Afghanistan,2012-07-22,"Herat, Afghanistan",Terrorist Action
Afghanistan,2013-07-28,"Herat, Afghanistan",Other Accident
Afghanistan,2013-08-14,"Jalalabad, Afghanistan",Suicide
Afghanistan,2014-01-17,Kabul,Terrorist Action
Afghanistan,2014-01-17,Kabul,Terrorist Action
Afghanistan,2014-01-17,Kabul,Terrorist Action
Afghanistan,2014-03-21,Kabul,Terrorist Action
Afghanistan,2015-01-29,Kabul,Terrorist Action
Afghanistan,2015-01-29,Kabul,Terrorist Action
Afghanistan,2015-01-29,Kabul,Terrorist Action
Afghanistan,2015-05-13,Kabul,Terrorist Action
Afghanistan,2015-08-22,Kabul,Terrorist Action
Afghanistan,2015-08-22,Kabul,Terrorist Action
Afghanistan,2015-08-22,Kabul,Terrorist Action
Afghanistan,2015-12-21,Kabul,Terrorist Action
Afghanistan,2010-07-20,"Kabul, Afghanistan",Homicide
Afghanistan,2010-07-20,"Kabul, Afghanistan",Homicide
Afghanistan,2010-09-06,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2010-09-06,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2011-04-27,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2011-09-25,"Kabul, Afghanistan",Homicide
Afghanistan,2011-10-29,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2011-10-29,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2011-10-29,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2011-10-29,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2011-10-29,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2011-10-29,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2011-10-29,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2011-12-06,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2011-12-11,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2012-10-13,"Kabul, Afghanistan",Homicide
Afghanistan,2012-12-24,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2013-03-08,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2013-05-16,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2013-05-16,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2013-05-16,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2013-05-16,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2013-05-18,"Kabul, Afghanistan",Veh. Accid-Auto
Afghanistan,2013-07-02,"Kabul, Afghanistan",Terrorist Action
Afghanistan,2009-10-28,"Kabul, Kabul, Aghanistan",Terrorist Action
Afghanistan,2009-11-17,"Kabul, Kabul, Aghanistan",Terrorist Action
Afghanistan,2009-12-06,"Kabul, Kabul, Aghanistan",Drug-Related
Afghanistan,2009-12-24,"Kabul, Kabul, Aghanistan",Veh. Accid-Auto
Afghanistan,2010-05-17,"Kabul,Kabul, Afghanistan",Air Accident
Afghanistan,2010-06-17,"Kabul,Kabul, Afghanistan",Suicide
Afghanistan,2013-12-26,"Kajaki, Helmand, Afghanistan",Homicide
Afghanistan,2010-07-10,"Kandahar City, Kandahar, Afghanistan",Terrorist Action
Afghanistan,2010-06-07,"Kandahar City,Kandahar, Afghanistan",Terrorist Action
Afghanistan,2011-07-27,"Kandahar Province, Afghanistan",Terrorist Action
Afghanistan,2010-09-06,"Kandahar, Afghanistan",Terrorist Action
Afghanistan,2010-09-06,"Kandahar, Afghanistan",Terrorist Action
Afghanistan,2010-09-07,"Kandahar, Afghanistan",Terrorist Action
Afghanistan,2011-02-07,"Kandahar, Afghanistan",Terrorist Action
Afghanistan,2013-04-06,"Kandahar, Afghanistan",Terrorist Action
Afghanistan,2012-08-08,"Kunar Province, Afghanistan",Homicide
Afghanistan,2012-08-08,"Kunar, Afghanistan",Terrorist Action
Afghanistan,2011-06-04,"Laghman Province, Afghanistan",Terrorist Action
Afghanistan,2012-08-07,"Logar Province, Afghanistan",Terrorist Action
Afghanistan,2014-04-18,"Mazar-e Sharif,Balkh",Homicide
Afghanistan,2011-07-09,"Panjshir, Afghanistan",Homicide
Afghanistan,2012-07-23,"Parwan Province, Afghanistan",Homicide
Afghanistan,2014-02-10,"Pol-e Charkhi ,Kabul",Terrorist Action
Afghanistan,2014-02-10,"Pol-e Charkhi,Kabul",Terrorist Action
Afghanistan,2012-04-16,"Pul-i-Alam, Logar, Afghanistan",Terrorist Action
Afghanistan,2013-04-06,"Qalat, Afghanistan",Terrorist Action
Afghanistan,2011-07-30,"Samangan Province, Afghanistan",Veh. Accid-Auto
Afghanistan,2010-07-29,"Sheberghan City, Sheberghan, Afghanistan",Terrorist Action
Afghanistan,2013-08-21,"Shukvani, Afghanistan",Terrorist Action
Afghanistan,2012-10-05,"Urgon City, Urgon, Paktika",Homicide
Afghanistan,2012-09-29,"Wardak Province, Afghanistan",Terrorist Action
Albania,2010-06-22,Albania,Veh. Accid-Auto
Albania,2010-06-22,Albania,Veh. Accid-Auto
Albania,2013-01-18,"In Amenas,Illizi, Algeria",Terrorist Action
Albania,2013-01-20,"In Amenas,Illizi, Algeria",Terrorist Action
Albania,2013-01-20,"In Amenas,Illizi, Algeria",Terrorist Action
Albania,2011-12-17,"Tepelene, Albania",Veh. Accid-Auto
Angola,2011-12-12,"Luanda, Angola",Drowning
Argentina,2014-03-30,Buenos Aires,Veh. Accid-Auto
Argentina,2014-08-02,Buenos Aires,Suicide
Argentina,2009-10-16,"Buenos Aires, Argentina",Suicide
Argentina,2010-01-31,"Buenos Aires, Argentina",Suicide
Argentina,2010-12-27,"Buenos Aires, Argentina",Drowning
Argentina,2013-12-02,"Buenos Aires, Argentina",Suicide
Argentina,2013-03-14,"CABA (Ciudad Autonoma de Buenos Aires), Argentina",Suicide
Argentina,2014-04-25,Cordoba,Veh. Accid-Auto
Argentina,2010-07-09,"Cordoba, Argentina",Drowning
Argentina,2016-04-15,El Calafate,Veh. Accid-Auto
Argentina,2015-02-07,"El Chalten, Santa Cruz",Drowning
Argentina,2014-02-07,Mendoza,Other Accident
Argentina,2013-12-19,"Neuquen, Argentina",Other Accident
Argentina,2011-03-21,"Puerto Iguazu, Misiones, Argentina",Drowning
Argentina,2011-03-21,"Puerto Iguazu, Misiones, Argentina",Drowning
Argentina,2012-08-18,"Rosario, Santa Fe, Argentina",Suicide
Argentina,2012-02-18,"Salta, Argentina",Suicide
Argentina,2014-06-26,"San Javier,Rio Negro",Veh. Accid-Auto
Argentina,2010-02-09,"Tupungato,Mendoza, Argentina",Veh. Accid-Auto
Armenia,2015-01-30,"Byurakan, Aragatsotn Province",Suicide
Armenia,2015-08-01,Tsaghkadzor,Veh. Accid-Other
Armenia,2010-10-03,"Vayots Zvor Region, Armenia",Veh. Accid-Auto
Armenia,2011-08-03,"Yerevan, Armenia",Veh. Accid-Pedestr.
Armenia,2012-07-17,"Yerevan, Armenia",Other Accident
Aruba,2012-07-04,"Oranjestad, Aruba",Drowning
Aruba,2012-08-06,"San Nicolas, Aruba",Drowning
Australia,2010-08-01,"Badgingarra, Australia",Veh. Accid-Auto
Australia,2014-10-01,"Ingleburn, New South Wales",Suicide
Australia,2014-09-24,Queensland,Suicide
Australia,2012-04-04,"Adelaide, South Australia",Drug-Related
Australia,2012-02-09,"Agincourt Reef, Australia",Drowning
Australia,2011-10-22,"Armstrong Island, Australia",Maritime Accident
Australia,2010-11-03,Australia,Suicide
Australia,2015-03-20,"Bedforddale, Near Jarrahdale, Western Australia",Veh. Accid-Auto
Australia,2012-08-26,"Bonnie Doon, Victoria, Australia",Vehicle Accident - Auto
Australia,2014-08-03,"Brewarrina,New South Wales",Veh. Accid-Motorcy.
Australia,2014-03-08,"Burleigh Heads, Queensland",Other Accident
Australia,2015-08-06,Cairns,Drowning
Australia,2010-05-12,"Camperdown,New South Wales, Australia",Veh. Accid-Bus
Australia,2015-10-02,Canberra,Other Accident
Australia,2015-03-21,"Carins, Queensland",Drowning
Australia,2009-12-16,"Collingwood,Victoria, Australia",Suicide
Australia,2010-04-19,"Coogee, New South Wales, Australia,",Suicide
Australia,2014-12-26,Darling Point,Other Accident
Australia,2013-12-14,"Euroa, Victoria, Australia",Other Accident
Australia,2013-10-20,"Frankston, Victoria, Australia",Suicide
Australia,2012-08-18,"Georges Hall, New South Wales, Australia",Drug-Related
Australia,2010-03-25,"Glen Forrest, Western Australia",Veh. Accid-Auto
Australia,2009-12-02,"Gold Coast, Queensland, Australia",Suicide
Australia,2015-01-13,"Gosnells, Perth",Suicide
Australia,2014-05-20,"Goulburn, New South Wales",Drug-Related
Australia,2013-08-26,"Haberfield, New South Wales, Australia",Veh. Accid-Motorcy.
Australia,2013-12-22,"Hay Point, Australia",Suicide
Australia,2012-08-22,"Jindalee, Queensland, Australia",Other Accident
Australia,2011-11-13,"Kalbarri, Western Australia Australia",Veh. Accid-Auto
Australia,2013-10-07,"Kurnell, New South Wales, Australia",Drowning
Australia,2012-12-08,"Margaret River, Western Australia, Australia",Drowning
Australia,2011-04-21,"Marla, South Australia",Veh. Accid-Auto
Australia,2015-09-05,Melbourne,Suicide
Australia,2015-09-24,Melbourne,Suicide
Australia,2010-01-22,"Murrumbateman, New South Wales, Australia",Homicide
Australia,2010-02-12,"Murrumbateman, New South Wales, Australia",Veh. Accid-Pedestr.
Australia,2014-08-09,"Muswellbrook,New South Wales",Suicide
Australia,2010-02-22,New South Wales,Suicide
Australia,2014-06-30,New South Wales,Suicide
Australia,2015-02-27,New South Wales,Suicide
Australia,2016-06-06,New South Wales,Drowning
Australia,2010-04-04,"New South Wales, Australia",Disaster
Australia,2010-05-13,"New South Wales, Australia",Drowning
Australia,2011-07-05,"New South Wales, Australia",Suicide
Australia,2013-02-23,"New South Wales, Australia",Homicide
Australia,2013-03-01,"New South Wales, Australia",Drowning
Australia,2013-04-20,"New South Wales, Australia",Suicide
Australia,2010-05-06,"Newcastle, New South Wales, Australia",Veh. Accid-Train
Australia,2012-02-04,"Nowra, New South Wales, Australia",Air Accident
Australia,2014-09-14,"Paddington,New South Wales",Suicide
Australia,2010-03-21,"Perth, Australia",Suicide
Australia,2013-01-11,"Perth, Australia",Veh. Accid-Pedestr.
Australia,2015-03-13,"Perth, Western Australia",Suicide
Australia,2014-07-19,"Pheasants Nest, New South Wales",Suicide
Australia,2009-10-08,"Prospect, Tasmania Australia",Suicide
Australia,2014-02-10,Queensland,Suicide
Australia,2014-06-10,Queensland,Veh. Accid-Motorcy.
Australia,2014-12-25,Queensland,Drowning
Australia,2016-01-24,Queensland,Veh. Accid-Motorcy.
Australia,2016-02-19,Queensland,Suicide
Australia,2016-03-07,Queensland,Drowning
Australia,2016-06-01,Queensland,Drowning
Australia,2010-07-30,"Queensland, Australia",Other Accident
Australia,2010-10-20,"Queensland, Australia",Veh. Accid-Auto
Australia,2010-12-10,"Queensland, Australia",Drowning
Australia,2011-04-05,"Queensland, Australia",Other Accident
Australia,2013-03-16,"Queensland, Australia",Other Accident
Australia,2012-01-12,"Randwick, New South Wales, Australia",Suicide
Australia,2015-03-10,"Silverton, New South Wales",Veh. Accid-Motorcy.
Australia,2011-08-04,"Subiaco Perth, Australia",Homicide
Australia,2015-07-07,"Surry Hills, New South Wales",Suicide
Australia,2014-10-19,Sydney,Suicide
Australia,2013-03-16,"Sydney Harbor, Australia",Suicide
Australia,2013-01-21,"Tasmania, Australia",Veh. Accid-Auto
Australia,2009-12-04,"Ulverstone,Tasmania, Australia",Veh. Accid-Auto
Australia,2016-06-06,Victoria,Homicide
Australia,2011-11-09,"Victoria, Australia",Suicide
Australia,2013-04-26,"Victoria, Australia",Veh. Accid-Pedestr.
Australia,2010-08-27,"Wallaroo, South Austalia",Veh. Accid-Auto
Australia,2014-09-09,"Wamberal, New South Wales",Suicide
Australia,2013-10-26,Western Australia,Drowning
Austria,2015-01-07,Hohenems,Suicide
Austria,2016-06-07,Innsbruck,Other Accident
Austria,2009-11-26,"Jennersdorf, Austria",Suicide
Austria,2012-11-09,"Klagenfurt, Austria",Suicide
Austria,2010-11-16,"Reutte, Austria",Other Accident
Austria,2014-01-01,Rohrberg,Veh. Accid-Auto
Austria,2010-02-03,"Salzburg, Austria",Other Accident
Austria,2011-02-14,"Salzburg, Austria",Other Accident
Austria,2015-01-05,"Soelden, Tyrol Natural",Disaster
Austria,2015-01-05,"Soelden, Tyrol Natural",Disaster
Austria,2012-06-28,"St. Nikola an der Donau, Austria",Suicide
Austria,2010-10-08,"Vienna, Austria",Suicide
Austria,2011-12-29,"Vienna, Austria",Other Accident
Austria,2012-09-13,"Vienna, Austria",Drug-Related
Austria,2013-08-19,"Vienna, Austria",Suicide
Bahamas,2013-07-11,"Abaco, The Bahamas",Drowning
Bahamas,2014-08-01,Eleuthera,Drowning
Bahamas,2014-10-24,Eleuthera,Air Accident
Bahamas,2014-09-27,Freeport,Drowning
Bahamas,2014-08-18,"Freeport, Grand Bahama",Air Accident
Bahamas,2014-08-18,"Freeport, Grand Bahama",Air Accident
Bahamas,2014-08-18,"Freeport, Grand Bahama",Air Accident
Bahamas,2014-11-09,"Freeport, Grand Bahama",Air Accident
Bahamas,2013-11-10,"Freeport, The Bahamas",Air Accident
Bahamas,2013-11-10,"Freeport, The Bahamas",Air Accident
Bahamas,2013-11-10,"Freeport, The Bahamas",Air Accident
Bahamas,2013-11-10,"Freeport, The Bahamas",Air Accident
Bahamas,2014-11-09,"Freeport,Grand Bahama",Air Accident
Bahamas,2013-11-20,"Gregory Town, Eleuthera, The Bahamas",Veh. Accid- Auto
Bahamas,2013-11-17,"Long Island, The Bahamas",Drowning
Bahamas,2014-08-10,Nassau,Homicide
Bahamas,2014-12-02,Nassau,Air Accident
Bahamas,2014-12-10,Paradise Island,Drowning
Bahamas,2013-11-06,"Paradise Island, Nassau, The Bahamas",Drowning
Bahamas,2014-12-15,"West End ,Grand Bahama",Drowning
Bahamas,2009-12-24,,Air Accident
Bahamas,2015-07-09,Abaco,Drowning
Bahamas,2015-07-29,Abaco,Drowning
Bahamas,2010-04-24,"Abaco, The Bahamas",Drowning
Bahamas,2011-11-07,"Abaco, The Bahamas",Drowning
Bahamas,2011-12-18,"Abaco, The Bahamas",Veh. Accid-Auto
Bahamas,2015-07-15,"Autec Base, Andros",Maritime Accident
Bahamas,2016-02-27,Bimini,Drowning
Bahamas,2016-05-13,Bimini,Drowning
Bahamas,2013-06-17,"Bimini, Bahamas",Suicide
Bahamas,2010-01-17,"Bimini, The Bahamas",Air Accident
Bahamas,2010-01-17,"Bimini, The Bahamas",Air Accident
Bahamas,2010-01-17,"Bimini, The Bahamas",Air Accident
Bahamas,2012-07-08,"Bimini, The Bahamas",Suicide
Bahamas,2015-02-26,"Castaway Cay, Abaco",Drowning
Bahamas,2009-12-12,"Chubb Cay,Berry Island, The Bahamas",Air Accident
Bahamas,2013-02-04,"Eleuthera, Bahamas",Veh. Accid-Auto
Bahamas,2013-04-20,"Eleuthera, Bahamas",Drowning
Bahamas,2015-03-21,Exuma,Other Accident
Bahamas,2012-02-13,"Exuma Cays, Exuma, The Bahamas",Drowning
Bahamas,2012-09-08,"Exuma, The Bahamas",Drowning
Bahamas,2015-05-09,Freeport,Drowning
Bahamas,2016-02-26,Freeport,Drowning
Bahamas,2013-05-15,"Freeport, Bahamas",Drowning
Bahamas,2010-04-30,"Freeport, The Bahamas",Drowning
Bahamas,2010-05-05,"Freeport, The Bahamas",Drowning
Bahamas,2011-04-04,"Freeport, The Bahamas",Drowning
Bahamas,2012-01-09,"Freeport, The Bahamas",Homicide
Bahamas,2012-05-15,"Freeport, The Bahamas",Drowning
Bahamas,2012-06-17,"Freeport, The Bahamas",Drowning
Bahamas,2012-09-17,"Freeport, The Bahamas",Suicide
Bahamas,2010-04-17,"Fresh Creek,Andros, The Bahamas",Drowning
Bahamas,2012-07-05,"Grand Cay, Abaco, The Bahamas",Drowning
Bahamas,2010-07-28,"Guana Cay, Abaco, The Bahamas",Drowning
Bahamas,2010-12-24,"Half Moon Cay, Eleuthera, The Bahamas",Drowning
Bahamas,2015-01-31,"Hawksbill, Grand Bahama",Homicide
Bahamas,2009-12-17,"Inagua, The Bahamas",Air Accident
Bahamas,2009-12-17,"Inagua, The Bahamas",Air Accident
Bahamas,2015-02-23,Nassau,Homicide
Bahamas,2015-11-01,Nassau,Drowning
Bahamas,2015-12-25,Nassau,Suicide
Bahamas,2016-03-19,Nassau,Drowning
Bahamas,2016-04-02,Nassau,Drowning
Bahamas,2012-01-28,"Nassau , The Bahamas",Other Accident
Bahamas,2012-06-21,"Nassau , The Bahamas",Drowning
Bahamas,2013-01-31,"Nassau, Bahamas",Other Accident
Bahamas,2013-02-28,"Nassau, Bahamas",Other Accident
Bahamas,2013-03-09,"Nassau, Bahamas",Drowning
Bahamas,2013-05-12,"Nassau, Bahamas",Homicide
Bahamas,2009-11-11,"Nassau, The Bahamas",Other Accident
Bahamas,2010-03-17,"Nassau, The Bahamas",Drowning
Bahamas,2010-05-09,"Nassau, The Bahamas",Drowning
Bahamas,2010-06-10,"Nassau, The Bahamas",Drowning
Bahamas,2010-12-29,"Nassau, The Bahamas",Drowning
Bahamas,2011-05-01,"Nassau, The Bahamas",Drowning
Bahamas,2011-05-06,"Nassau, The Bahamas",Maritime Accident
Bahamas,2011-06-07,"Nassau, The Bahamas",Drowning
Bahamas,2013-06-23,"Nassau, The Bahamas",Drowning
Bahamas,2010-08-16,"Princess Cays, Eleuthera, The Bahamas",Drowning
Bahamas,2015-01-12,Providenciales,Drowning
Bahamas,2015-02-02,Providenciales,Drowning
Bahamas,2015-06-08,Providenciales,Drowning
Bahamas,2010-04-03,"Providenciales, The Bahamas",Drowning
Bahamas,2011-08-17,"Providenciales, The Bahamas",Drowning
Bahamas,2011-12-07,"Providenciales, The Bahamas",Drowning
Bahamas,2012-03-24,"Providenciales, Turks & Caicos",Maritime Accident
Bahamas,2012-04-07,"Providenciales, Turks & Caicos",Drowning
Bahamas,2015-07-26,"Providenciales, Turks and Caicos Islands",Other Accident
Bahamas,2015-10-03,"Providenciales, Turks and Caicos Islands",Suicide
Bahamas,2010-01-26,The Bahamas,Veh. Accid-Motorcy.
Bahamas,2010-12-14,The Bahamas,Air Accident
Bahamas,2011-06-16,The Bahamas,Maritime Accident
Bahamas,2012-03-25,"Treasure Cay, Abaco, The Bahamas",Air Accident
Bahamas,2012-03-25,"Treasure Cay, Abaco, The Bahamas",Air Accident
Bahamas,2012-03-25,"Treasure Cay, Abaco, The Bahamas",Air Accident
Bahamas,2012-03-25,"Treasure Cay, Abaco, The Bahamas",Air Accident
Bahamas,2011-12-28,"Windermere Island, Eleuthera, The Bahamas",Suicide
Bahrain,2014-07-03,Hidd,Other Accident
Bahrain,2011-10-24,"King Fahd Bridge, Bahrain",Veh. Accid-Auto
Bahrain,2015-10-24,Manama,Veh. Accid-Motorcy.
Bahrain,2013-09-10,"Manama, Bahrain",Drowning
Indonesia,2014-08-12,Nusa Dua,Homicide
Bangladesh,2014-03-19,Rangamati,Drowning
Bangladesh,2015-01-04,Dhaka,Veh. Accident-Auto
Bangladesh,2015-02-26,Dhaka,Veh. Accident-Auto
Bangladesh,2016-04-21,Dhaka,Veh. Accid-Motorcy.
Bangladesh,2015-06-18,Dhaka,Other Accident
Bangladesh,2010-04-11,"Dhaka, Bangladesh",Veh. Accid-Auto
Bangladesh,2013-04-21,"Dhaka, Bangladesh",Suicide
Bangladesh,2011-02-16,"Dinajpur, Bangladesh",Veh. Accid-Motorcy.
Bangladesh,2009-11-09,"Moghbazar,Dhaka, Bangladesh",Suicide
Bangladesh,2010-06-08,"Noakhali, Bangladesh",Drowning
Bangladesh,2011-08-31,"Pabna, Bangladesh",Drowning
Barbados,2014-12-11,Castries,Maritime Accident
Barbados,2012-07-20,"Babbs, St.Lucy, Barbados",Suicide
Barbados,2010-12-20,Barbados,Drug-Related
Barbados,2014-01-22,Basseterre,Drowning
Barbados,2011-08-16,"Bridgetown, Barbados",Maritime Accident
Barbados,2012-05-12,"Christ Church, Barbados",Suicide
Barbados,2010-12-02,"Cooper Island, Barbados",Drowning
Barbados,2015-01-24,"Cow Mouth Point (Channel), Virgin Gorda",Maritime Accident
Barbados,2014-08-07,Crocus Bay,Drowning
Barbados,2012-03-09,"Jost Van Dyke, British Virgin Islands",Drowning
Barbados,2011-07-18,"La Plaine, Barbados",Drowning
Barbados,2015-12-15,Nevis,Drowning
Barbados,2015-12-14,"Picard,Portsmouth",Homicide
Barbados,2014-02-04,Pointe Milou,Suicide
Barbados,2010-04-06,"Portsmouth, Barbados",Drowning
Barbados,2015-01-15,Salt Island,Drowning
Barbados,2015-02-15,Salt Island,Drowning
Barbados,2013-08-31,"St. George, Barbados",Drowning
Barbados,2014-04-24,St. James,Drowning
Barbados,2014-10-08,St. John,Veh. Accid-Auto
Barbados,2015-03-26,St. John,Other Accident
Barbados,2016-02-07,St. John,Other Accident
Barbados,2009-11-28,"St. John's, Barbados",Homicide
Barbados,2010-03-05,"St. John's, Barbados",Drowning
Barbados,2015-11-14,St. Michael,Drowning
Barbados,2010-07-20,"St. Michael, Barbados",Drowning
Barbados,2010-09-03,"St. Michael, Barbados",Other Accident
Barbados,2010-11-11,"St. Michael, Barbados",Drowning
Barbados,2010-01-19,"St. Paul's, Barbados",Homicide
Barbados,2015-09-26,St. Philip,Veh. Accid-Auto
Barbados,2010-04-10,"St. Philip, Barbados",Drowning
Barbados,2015-09-25,St. Thomas,Homicide
Barbados,2014-05-14,St. Vincent,Veh. Accid-Other
Barbados,2012-02-26,"Stoney Ground, Anguilla",Vehicle Accident - Auto
Barbados,2014-02-12,Tobago Cays,Drowning
Barbados,2015-12-06,Tortola,Veh. Accid-Bus
Barbados,2015-12-06,Tortola,Veh. Accid-Bus
Barbados,2010-02-06,"Tortola, Barbados",Drowning
Barbados,2010-02-23,"Tortola, Barbados",Other Accident
Barbados,2012-01-06,"Virgin Gorda, Barbados",Drowning
Belarus,2016-03-17,Baranovich,Homicide
Belgium,2010-08-23,"Aalst, Belgium",Suicide
Belgium,2010-03-28,"Ixelles, Belgium",Homicide
Belgium,2013-10-03,"Begijnendijk, Belgium",Other Accident
Belgium,2015-03-21,Brussels,Suicide
Belgium,2013-08-17,"Halle, Belgium",Suicide
Belgium,2016-03-30,Overpelt,Other Accident
Belgium,2010-03-04,"Sint-Lambrechts-Woluwe, Belgium",Veh. Accid-Bus
Belgium,2013-12-01,"Tournai, Belgium",Suicide
Belgium,2015-05-10,Uccle,Veh. Accid-Motorcy.
Belgium,2016-03-22,Zaventem,Terrorist Action
Belgium,2016-03-22,Zaventem,Terrorist Action
Belgium,2016-03-22,Zaventem,Terrorist Action
Belgium,2016-03-22,Zaventem,Terrorist Action
Belgium,2012-02-11,"Zaventem, Belgium",Suicide
Belize,2010-09-07,Belize,Suicide
Belize,2014-06-26,Belize City,Drowning
Belize,2015-06-26,Belize City,Drowning
Belize,2016-01-07,Belize City,Drowning
Belize,2016-02-14,Belize City,Drowning
Belize,2016-02-15,Belize City,Homicide
Belize,2011-02-02,"Belize City, Belize",Maritime Accident
Belize,2011-03-05,"Belize City, Belize",Veh. Accid-Auto
Belize,2011-03-05,"Belize City, Belize",Veh. Accid-Auto
Belize,2011-10-27,"Belize City, Belize",Drowning
Belize,2012-05-31,"Belize City, Belize",Drowning
Belize,2012-10-23,"Belize City, Belize",Homicide
Belize,2012-10-24,"Belize City, Belize",Homicide
Belize,2012-11-11,"Belize City, Belize",Homicide
Belize,2013-08-14,"Belize City, Belize",Suicide
Belize,2013-08-17,"Belize City, Belize",Other Accident
Belize,2013-12-10,"Belize City, Belize",Drowning
Belize,2012-07-09,"Belize City, Belize",Maritime Accident
Belize,2013-05-01,"Belize City,Belize",Drowning
Belize,2009-11-11,"Belize, Belize",Homicide
Belize,2015-02-17,Belmopan City,Veh. Accid-Auto
Belize,2013-07-02,"Belmopan City, Belize",Veh. Accid-Auto
Belize,2013-09-28,"Belmopan City, Cayo District, Belize",Homicide
Belize,2010-01-21,"Belmopan, Belize",Homicide
Belize,2010-01-29,"Belmopan, Belize",Homicide
Belize,2010-02-25,"Belmopan, Belize",Veh. Accid-Motorcy.
Belize,2010-03-10,"Belmopan, Belize",Other Accident
Belize,2011-11-10,"Belmopan, Belize",Homicide
Belize,2010-03-01,"Caribbean Sea, Belize",Drowning
Belize,2015-11-17,Caye Caulker,Drowning
Belize,2015-04-21,"Caye Caulker Village, Belize",Drowning
Belize,2014-08-11,"Caye Caulker Village,Belize District",Drowning
Belize,2016-01-14,Cayo,Homicide
Belize,2015-05-15,Cayo District,Homicide
Belize,2015-08-15,Cayo District,Veh. Accid-Auto
Belize,2014-03-26,Corozal District,Homicide
Belize,2015-08-11,Corozal Town,Drowning
Belize,2015-09-07,Corozal Town,Homicide
Belize,2013-01-25,"Corozal, Belize",Suicide
Belize,2013-03-25,"Corozal, Belize",Suicide
Belize,2013-05-18,"Corozal, Belize",Veh. Accid-Motorcy.
Belize,2013-12-11,"Corozal, Belize",Other Accident
Belize,2016-02-27,Dangriga,Drowning
Belize,2010-12-20,"Dangriga Town, Belize",Homicide
Belize,2011-08-09,"Dangriga, Belize",Veh. Accid-Auto
Belize,2011-09-13,"Dangriga, Belize",Veh. Accid-Auto
Belize,2015-03-10,"Half Moon Caye, Belize District",Drowning
