country,date,location,cause_of_death
Mexico,2009-10-14,"Cuernavaca, Morelos, Mexico",Homicide
Mexico,2010-06-12,"Cuernavaca, Morelos, Mexico",Homicide
Mexico,2011-05-08,"Cuernavaca, Morelos, Mexico",Veh. Accid-Auto
Mexico,2011-06-18,"Cuernavaca, Morelos, Mexico",Suicide
Mexico,2011-07-08,"Cuernavaca, Morelos, Mexico",Other Accident
Mexico,2014-06-27,"Cuitzeo, Michoacan",Veh. Accid-Auto
Mexico,2015-04-01,"Culiacan Sinaloa, Mexico",Homicide
Mexico,2015-01-29,"Culiacan, Sinaloa",Veh. Accid-Auto
Mexico,2015-03-15,"Culiacan, Sinaloa",Homicide
Mexico,2015-04-25,"Culiacan, Sinaloa",Homicide
Mexico,2010-12-29,"Culiacan, Sinaloa, Mexico",Homicide
Mexico,2011-05-03,"Culiacan, Sinaloa, Mexico",Homicide
Mexico,2012-04-01,"Culiacan, Sinaloa, Mexico",Vehicle Accident - Pedestrian
Mexico,2012-11-25,"Culiacan, Sinaloa, Mexico",Vehicle Accident - Auto
Mexico,2015-05-15,"Culiacan, Sinaloa, Mexico",Homicide
Mexico,2011-02-21,"Culiacan,Sinaloa, Mexico",Homicide
Mexico,2010-08-02,"Cuquio, Jalisco, Mexico",Veh. Accid-Pedestr.
Mexico,2011-07-26,"De Moreno, Jalisco, Mexico",Veh. Accid-Auto
Mexico,2011-11-19,"Diaz Ordaz, Tamaulipas, Mexico",Veh. Accid-Auto
Mexico,2010-03-28,"Distrito Bravos, Chihuahua, Mexico",Homicide
Mexico,2015-08-06,Distrito Federal,Other Accident
Mexico,2015-09-17,Distrito Federal,Veh. Accid-Pedestr.
Mexico,2011-02-02,"Distrito Federal Leon, Mexico",Homicide
Mexico,2011-02-02,"Distrito Federal, Mexico",Homicide
Mexico,2012-03-04,"Donato Guerra Canatlan, Durango, Mexico",Vehicle Accident - Auto
Mexico,2016-02-07,Durango,Drowning
Mexico,2016-02-24,Durango,Suicide
Mexico,2016-06-20,Durango,Suicide
Mexico,2011-07-18,"Durango, Mexico",Homicide
Mexico,2015-05-08,Ecatepec De Morelos,Veh. Accid-Motorcy.
Mexico,2013-09-16,"Ecatepec De Morelos, Edo. Mexico",Homicide
Mexico,2009-12-17,"Ecatepec De Morelos, Mexico",Homicide
Mexico,2014-04-27,"Ecatepec, Mexico",Homicide
Mexico,2012-07-11,"El Cortijo, Queretaro, Mexico",Other Accident
Mexico,2012-06-02,"El Fuerte, Sinaloa, Mexico",Air Accident
Mexico,2015-01-17,"El Grullo,Jalisco",Homicide
Mexico,2010-10-18,"El Marques, Queretaro, Mexico",Veh. Accid-Bus
Mexico,2010-10-18,"El Marques, Queretaro, Mexico",Veh. Accid-Bus
Mexico,2012-12-15,"El Salto, Jalisco, Mexico",Homicide
Mexico,2012-12-20,"El Salto, Jalisco, Mexico",Homicide
Mexico,2010-04-04,"El Salto,Jalisco, Mexico",Veh. Accid-Auto
Mexico,2012-08-22,"Elota, Sinaloa, Mexico",Vehicle Accident - Auto
Mexico,2013-10-12,"Emiliano Zapata, Puerto Vallarta, Jalisco, Mexico",Suicide
Mexico,2010-08-02,"Encarnacion De Diaz, Jalisco, Mexico",Veh. Accid-Auto
Mexico,2010-08-02,"Encarnacion De Diaz, Jalisco, Mexico",Veh. Accid-Auto
Mexico,2010-10-16,"Enseanda,Baja California, Mexico",Air Accident
Mexico,2011-10-04,"Ensenada Baja California, Mexico",Homicide
Mexico,2011-10-19,"Ensenada Baja California, Mexico",Homicide
Mexico,2011-10-27,"Ensenada Baja California, Mexico",Homicide
Mexico,2011-12-17,"Ensenada Baja California, Mexico",Veh. Accid-Auto
Mexico,2015-01-08,"Ensenada, Baja California",Veh. Accid-Auto
Mexico,2015-02-18,"Ensenada, Baja California",Other Accident
Mexico,2015-06-06,"Ensenada, Baja California",Veh. Accid-Auto
Mexico,2015-06-06,"Ensenada, Baja California",Veh. Accid-Auto
Mexico,2015-06-11,"Ensenada, Baja California",Veh. Accid-Auto
Mexico,2010-09-27,"Ensenada, Baja California, Mexico",Drowning
Mexico,2010-12-22,"Ensenada, Baja California, Mexico",Homicide
Mexico,2010-12-24,"Ensenada, Baja California, Mexico",Veh. Accid-Auto
Mexico,2011-05-07,"Ensenada, Baja California, Mexico",Veh. Accid-Auto
Mexico,2011-07-03,"Ensenada, Baja California, Mexico",Veh. Accid-Auto
Mexico,2011-07-03,"Ensenada, Baja California, Mexico",Veh. Accid-Pedestr.
Mexico,2012-11-07,"Ensenada, Baja California, Mexico",Suicide
Mexico,2012-11-09,"Ensenada, Baja California, Mexico",Homicide
Mexico,2012-12-27,"Ensenada, Baja California, Mexico",Vehicle Accident - Auto
Mexico,2012-12-27,"Ensenada, Baja California, Mexico",Vehicle Accident - Auto
Mexico,2013-02-03,"Ensenada, Baja California, Mexico",Veh. Accid-Other
Mexico,2013-06-20,"Ensenada, Baja California, Mexico",Veh. Accid-Auto
Mexico,2013-08-20,"Ensenada, Baja California, Mexico",Suicide
Mexico,2013-11-12,"Ensenada, Baja California, Mexico",Homicide
Mexico,2013-11-16,"Ensenada, Baja California, Mexico",Veh. Accid-Motorcy.
Mexico,2013-08-03,"Ensenada, Baja Claifornia, Mexico",Veh. Accid-Auto
Mexico,2013-06-18,"Ensenada, Mexico",Homicide
Mexico,2014-01-26,"Ensenada,Baja California",Veh. Accid-Motorcy.
Mexico,2014-02-16,"Ensenada,Baja California",Veh. Accid-Auto
Mexico,2014-04-17,"Ensenada,Baja California",Drowning
Mexico,2014-06-05,"Ensenada,Baja California",Veh. Accid-Motorcy.
Mexico,2014-06-24,"Ensenada,Baja California",Veh. Accid-Auto
Mexico,2014-06-26,"Ensenada,Baja California",Drowning
Mexico,2014-07-06,"Ensenada,Baja California",Veh. Accid-Auto
Mexico,2010-10-16,"Ensenada,Baja California, Mexico",Air Accident
Mexico,2010-10-16,"Ensenada,Baja California, Mexico",Air Accident
Mexico,2014-05-24,"Ensenda,Baja California",Veh. Accid-Bus
Mexico,2014-03-16,"Escarcega,Campeche",Veh. Accid-Auto
Mexico,2012-08-04,"Escobedo, Nuevo Leon, Mexico",Homicide
Mexico,2010-11-05,"Escuinapa, Sinaloa, Mexico",Veh. Accid-Bus
Mexico,2016-03-16,Estado de Mexico,Homicide
Mexico,2012-09-09,"Etla, Oaxaca, Mexico",Vehicle Accident - Auto
Mexico,2011-02-15,"Frac. Valle Dorado, San Luis Potosi, Mexico",Homicide
Mexico,2012-07-05,"Fresnillo, Zacatecas, Mexico",Vehicle Accident - Auto
Mexico,2013-01-21,"Fresnillo, Zacatecas, Mexico",Other Accident
Mexico,2012-06-10,"Fronteras, Sonora, Mexico",Vehicle Accident - Auto
Mexico,2015-02-20,"Galeana, Nuevo Leon",Veh. Accid-Auto
Mexico,2011-04-21,"Galeana, Nuevo Leon, Mexico",Veh. Accid-Auto
Mexico,2011-10-09,"Galeana, Nuevo Leon, Mexico",Veh. Accid-Auto
Mexico,2011-12-17,"Galeana, Nuevo Leon, Mexico",Veh. Accid-Auto
Mexico,2012-07-07,"Galeana, Nuevo Leon, Mexico",Vehicle Accident - Auto
Mexico,2012-12-18,"Galeana, Nuevo Leon, Mexico",Vehicle Accident - Auto
Mexico,2012-12-18,"Galeana, Nuevo Leon, Mexico",Vehicle Accident - Auto
Mexico,2012-12-18,"Galeana, Nuevo Leon, Mexico",Vehicle Accident - Auto
Mexico,2014-07-07,"Galeana,Nuevo Leon",Veh. Accid-Auto
Mexico,2011-11-05,"Garcia, Nuevo Leon, Mexico",Homicide
Mexico,2015-04-30,"General Plutarco Elias Calles, Sonora",Veh. Accid-Auto
Mexico,2015-05-25,"Gomez Palacio, Durango",Homicide
Mexico,2009-12-31,"Gomez Palacio,Durango, Mexico",Homicide
Mexico,2010-02-12,"Gomez Palacio,Durango, Mexico",Homicide
Mexico,2010-02-12,"Gomez Palacio,Durango, Mexico",Execution
Mexico,2015-05-12,"Guadalajara, Jalisco",Veh. Accid-Auto
Mexico,2010-07-10,"Guadalajara, Jalisco, Mexico",Other Accident
Mexico,2010-07-25,"Guadalajara, Jalisco, Mexico",Other Accident
Mexico,2011-03-04,"Guadalajara, Jalisco, Mexico",Homicide
Mexico,2011-04-28,"Guadalajara, Jalisco, Mexico",Suicide
Mexico,2011-05-24,"Guadalajara, Jalisco, Mexico",Veh. Accid-Auto
Mexico,2011-06-11,"Guadalajara, Jalisco, Mexico",Homicide
Mexico,2012-03-20,"Guadalajara, Jalisco, Mexico",Other Accident
Mexico,2012-05-04,"Guadalajara, Jalisco, Mexico",Other Accident
Mexico,2012-05-27,"Guadalajara, Jalisco, Mexico",Vehicle Accident - Pedestrian
Mexico,2012-08-05,"Guadalajara, Jalisco, Mexico",Homicide
Mexico,2013-03-05,"Guadalajara, Jalisco, Mexico",Homicide
Mexico,2013-04-01,"Guadalajara, Jalisco, Mexico",Homicide
Mexico,2013-08-24,"Guadalajara, Jalisco, Mexico",Other Accident
Mexico,2013-10-21,"Guadalajara, Jalisco, Mexico",Other Accident
Mexico,2014-04-20,"Guadalajara,Jalisco",Veh. Accid-Auto
Mexico,2014-04-27,"Guadalajara,Jalisco",Other Accident
Mexico,2014-05-01,"Guadalajara,Jalisco",Homicide
Mexico,2014-08-06,"Guadalajara,Jalisco",Suicide
Mexico,2014-10-11,"Guadalajara,Jalisco",Homicide
Mexico,2009-10-24,"Guadalajara,Jalisco, Mexico",Veh. Accid-Motorcy.
Mexico,2010-06-25,"Guadalajara,Jalisco, Mexico",Homicide
Mexico,2010-06-30,"Guadalajara,Jalisco, Mexico",Other Accident
Mexico,2010-11-10,"Guadalupe, Zacatecas, Mexico",Veh. Accid-Auto
Mexico,2010-03-18,"Guadalupe,Zacatecas, Mexico",Veh. Accid-Auto
Mexico,2010-09-27,"Guadlajara, Jalisco, Mexico",Homicide
Mexico,2010-12-12,"Guadlajara, Jalisco, Mexico",Veh. Accid-Motorcy.
Mexico,2015-08-18,Guanajuato,Suicide
Mexico,2015-08-28,Guanajuato,Other Accident
Mexico,2015-10-22,Guanajuato,Veh. Accid-Motorcy.
Mexico,2015-10-25,Guanajuato,Homicide
Mexico,2015-11-02,Guanajuato,Homicide
Mexico,2016-02-18,Guanajuato,Veh. Accid-Auto
Mexico,2016-03-30,Guanajuato,Homicide
Mexico,2016-04-24,Guanajuato,Suicide
Mexico,2016-05-01,Guanajuato,Suicide
Mexico,2014-03-23,"Guanajuato, Guanajuato",Homicide
Mexico,2010-07-17,"Guasave, Sinaloa, Mexico",Veh. Accid-Auto
Mexico,2011-10-29,"Guasave, Sinaloa, Mexico",Homicide
Mexico,2010-07-17,"Guaymas, Sonora, Mexico",Drowning
Mexico,2010-12-23,"Guaymas, Sonora, Mexico",Veh. Accid-Auto
Mexico,2012-03-15,"Guaymas, Sonora, Mexico",Vehicle Accident - Auto
Mexico,2013-02-12,"Guaymas, Sonora, Mexico",Suicide
Mexico,2013-07-19,"Guaymas, Sonora, Mexico",Veh. Accid-Auto
Mexico,2014-12-30,"Guemez,Tamaulipas",Veh. Accid-Auto
Mexico,2015-07-15,Guerrero,Other Accident
Mexico,2015-07-22,Guerrero,Homicide
Mexico,2015-08-23,Guerrero,Homicide
Mexico,2015-08-23,Guerrero,Suicide
Mexico,2015-09-10,Guerrero,Homicide
Mexico,2015-12-18,Guerrero,Veh. Accid-Auto
Mexico,2016-01-21,Guerrero,Drowning
Mexico,2016-01-31,Guerrero,Other Accident
Mexico,2012-12-21,"Guerrero State, Mexico",Suicide
Mexico,2010-07-02,"Guerrero, Coahuila, Mexico",Veh. Accid-Auto
Mexico,2011-05-11,"Hermosilla, Mexico",Veh. Accid-Auto
Mexico,2010-08-20,"Hermosillo, Sonora",Veh. Accid-Auto
Mexico,2014-04-05,"Hermosillo, Sonora",Veh. Accid-Auto
Mexico,2014-05-28,"Hermosillo, Sonora",Veh. Accid-Auto
Mexico,2014-11-09,"Hermosillo, Sonora",Homicide
Mexico,2014-12-24,"Hermosillo, Sonora",Homicide
Mexico,2010-07-07,"Hermosillo, Sonora, Mexico",Veh. Accid-Auto
Mexico,2010-07-20,"Hermosillo, Sonora, Mexico",Veh. Accid-Auto
Mexico,2010-07-30,"Hermosillo, Sonora, Mexico",Drowning
Mexico,2011-08-01,"Hermosillo, Sonora, Mexico",Veh. Accid-Auto
Mexico,2011-09-16,"Hermosillo, Sonora, Mexico",Veh. Accid-Auto
Mexico,2011-10-17,"Hermosillo, Sonora, Mexico",Suicide
Mexico,2012-01-03,"Hermosillo, Sonora, Mexico",Vehicle Accident - Auto
Mexico,2012-03-20,"Hermosillo, Sonora, Mexico",Vehicle Accident - Bus
Mexico,2013-10-08,"Hermosillo, Sonora, Mexico",Homicide
Mexico,2013-10-22,"Hermosillo, Sonora, Mexico",Homicide
Mexico,2010-06-17,"Hermosillo,Hermosillo,Sonora, Mexico",Veh. Accid-Auto
Mexico,2010-02-11,"Hermosillo,Sonora, Mexico",Veh. Accid-Auto
Mexico,2010-06-20,"Hermosillo,Sonora, Mexico",Other Accident
Mexico,2015-11-03,Hidalg,Other Accident
Mexico,2013-08-22,"Hidalgo del Parral, Chihuahua, Mexico",Veh. Accid-Auto
Mexico,2015-01-03,"Hidalgo, Nuevo Leon",Other Accident
Mexico,2013-06-30,"Highway 15, Sonora, Mexico",Veh. Accid-Auto
Mexico,2013-06-30,"Highway 15, Sonora, Mexico",Other Accident
Mexico,2011-01-18,"Hilton Hotel, Cancun, Quintana Roo, Mexico",Drowning
Mexico,2010-08-06,"Home, Oaxaca, Oaxaca, Mexico",Suicide
Mexico,2010-01-02,"Hospital General,Mexicali,BC",Other Accident
Mexico,2011-01-07,"Hospital Insurgentes,Tijuana, Baja California",Homicide
Mexico,2010-03-22,"Hotel Occidental Allegro,Cozumel,Quintana Roo",Other Accident
Mexico,2015-05-28,"Huaniqueo, Michoacan",Veh. Accid-Auto
Mexico,2014-12-22,"Huejuquilla El Alto,Jalisco",Suicide
Mexico,2014-02-24,"Iguala, Guerrero",Homicide
Mexico,2015-01-30,"Iguala, Guerrero",Homicide
Mexico,2015-03-28,"Iguala, Guerrero",Homicide
Mexico,2015-04-02,"Iguala, Guerrero",Homicide
Mexico,2009-12-07,"Iguala, Guerrero, Mexico",Veh. Accid-Auto
Mexico,2012-04-25,"Imuris, Sonora, Mexico",Homicide
Mexico,2011-07-11,"Irapuato, Guanajuato, Mexico",Homicide
Mexico,2010-03-10,"Isla Mujeres ,Quintana Roo, Mexico",Suicide
Mexico,2010-07-26,"Isla Mujeres, Quintana Roo, Mexico",Drowning
Mexico,2011-12-25,"Isla Mujeres, Quintana Roo, Mexico",Veh. Accid-Motorcy.
Mexico,2013-04-02,"Isla Mujeres, Quintana Roo, Mexico",Drowning
Mexico,2013-06-29,"Isla Mujeres, Quintana Roo, Mexico",Other Accident
Mexico,2014-01-11,"Isla Mujeres,Quintana Roo",Drowning
Mexico,2014-05-16,"Isla Mujeres,Quintana Roo",Suicide
Mexico,2009-10-25,"Isla Mujeres,Quintana Roo, Mexico",Drowning
Mexico,2012-12-09,"Iturbide, Nuevo Leon, Mexico",Air Accident
Mexico,2012-12-09,"Iturbide, Nuevo Leon, Mexico",Air Accident
Mexico,2009-11-28,"Ixtapa ,Zihuatanejo, Guerrero, Mexico",Drowning
Mexico,2009-11-13,"Ixtapa Zihuatanejo, Guerrero, Mexico",Other Accident
Mexico,2012-11-24,"Ixtapa, Guerrero, Mexico",Suicide
Mexico,2010-07-06,"Ixtapaluca, Edo. de Mex., Mexico",Veh. Accid-Bus
Mexico,2013-10-05,"Ixtlahuacan De Los Membrillos, Jalisco, Mexico",Other Accident
Mexico,2013-08-22,"Ixtlahuacan de lo Membrillos, Jalisco, Mexico",Veh. Accid-Auto
Mexico,2011-11-21,"Ixtlahuacan, Jalisco, Mexico",Homicide
Mexico,2015-03-23,"Ixtlan De Los Hervores, Michoacan",Veh. Accid-Auto
Mexico,2015-01-03,"Ixtlan Del Rio, Nayarit",Homicide
Mexico,2015-07-06,Jalisco,Suicide
Mexico,2015-07-09,Jalisco,Suicide
Mexico,2015-08-11,Jalisco,Suicide
Mexico,2015-09-17,Jalisco,Other Accident
Mexico,2015-09-21,Jalisco,Drowning
Mexico,2015-09-29,Jalisco,Suicide
Mexico,2015-10-21,Jalisco,Veh. Accid-Pedestr.
Mexico,2015-11-03,Jalisco,Suicide
Mexico,2015-11-18,Jalisco,Homicide
Mexico,2015-11-22,Jalisco,Other Accident
Mexico,2015-12-04,Jalisco,Homicide
Mexico,2015-12-22,Jalisco,Other Accident
Mexico,2015-12-29,Jalisco,Other Accident
Mexico,2016-02-25,Jalisco,Other Accident
Mexico,2016-03-08,Jalisco,Veh. Accid-Pedestr.
Mexico,2016-03-09,Jalisco,Veh. Accid-Auto
Mexico,2016-03-20,Jalisco,Drowning
Mexico,2016-03-24,Jalisco,Homicide
Mexico,2016-03-27,Jalisco,Suicide
Mexico,2016-04-16,Jalisco,Homicide
Mexico,2016-04-19,Jalisco,Homicide
Mexico,2016-05-05,Jalisco,Suicide
Mexico,2016-05-13,Jalisco,Homicide
Mexico,2016-05-21,Jalisco,Homicide
Mexico,2016-06-02,Jalisco,Veh. Accid-Auto
Mexico,2010-02-16,"Jalisco, Mexico",Homicide
Mexico,2010-05-17,"Jalisco, Mexico",Suicide
Mexico,2012-11-21,"Jalpa, Zacatecas, Mexico",Vehicle Accident - Auto
Mexico,2012-06-15,"Jerez, Zacatecas, Mexico",Homicide
Mexico,2010-04-29,"Jerez,Zacatecas, Mexico",Veh. Accid-Auto
Mexico,2010-07-07,"Jimenez, Coahuila, Mexico",Air Accident
Mexico,2014-02-20,"Jocotepec,Jalisco",Homicide
Mexico,2013-03-29,"Juarez, Chihuahua, Mexico",Veh. Accid-Auto
Mexico,2015-05-21,"Juchitan, Oaxaca",Homicide
Mexico,2014-08-15,"Juquila, Oaxaca",Other Accident
Mexico,2010-05-07,"Juquila, Oaxaca, Mexico",Drowning
Mexico,2014-10-18,"Juventino Rosas, Guanajuato",Suicide
Mexico,2010-01-24,"Juxtlahuaca, Oaxaca, Mexico",Suicide
Mexico,2014-08-12,"Kantunil,Yucatan",Veh. Accid-Auto
Mexico,2013-10-29,"Km 1, Tarimoro, Guanajuato, Mexico",Veh. Accid-Pedestr.
Mexico,2010-12-24,"La Barca, Jalisco, Mexico",Veh. Accid-Auto
Mexico,2011-03-20,"La Barca, Jalisco, Mexico",Homicide
Mexico,2010-01-01,"La Barca,Jalisco, Mexico",Veh. Accid-Auto
Mexico,2010-10-16,"La Bocana,Ensenada, Baja California, Mexico",Air Accident
Mexico,2011-12-22,"La Guamuchilera, Sinaloa, Mexico",Homicide
Mexico,2013-03-01,"La Huerta, Jalisco, Mexico",Suicide
Mexico,2014-04-05,"La Huerta,Jalisco",Drowning
Mexico,2015-04-24,"La Paz, Baja California Sur",Veh. Accid-Motorcy.
Mexico,2011-07-25,"La Paz, Baja California Sur, Mexico",Other Accident
Mexico,2012-05-16,"La Paz, Baja California Sur, Mexico",Drowning
Mexico,2012-05-25,"La Paz, Baja California Sur, Mexico",Suicide
Mexico,2013-01-17,"La Paz, Baja California Sur, Mexico",Veh. Accid-Auto
Mexico,2013-01-17,"La Paz, Baja California Sur, Mexico",Veh. Accid-Auto
Mexico,2013-08-18,"La Paz, Baja California Sur, Mexico",Suicide
Mexico,2014-11-06,"La Paz,Baja California",Suicide
Mexico,2014-01-11,"La Paz,Baja California Sur",Other Accident
Mexico,2011-04-04,"La Pera,Tijuana, Baja California, Mexico",Homicide
Mexico,2011-04-04,"La Pera,Tijuana, Baja California, Mexico",Homicide
Mexico,2012-05-13,"La Pila, San Luis Potosi, Mexico",Vehicle Accident - Auto
Mexico,2014-01-19,"La Rumorosa,Baja California",Homicide
Mexico,2010-02-08,"La Salina,Baja California, Mexico",Veh. Accid-Auto
Mexico,2014-07-16,"La Union, Guerrero",Homicide
Mexico,2012-04-15,"Lampazos, Nuevo Leon, Mexico",Vehicle Accident - Auto
Mexico,2012-01-06,"Lazaro Cardenas, Michoacan, Mexico",Drowning
Mexico,2014-01-18,"Leon, Guanajuato",Veh. Accid-Auto
Mexico,2014-01-30,"Leon, Guanajuato",Homicide
Mexico,2013-06-25,"Leon, Guanajuato, Mexico",Suicide
Mexico,2013-08-25,"Llera, Tamaulipas, Mexico",Homicide
Mexico,2013-02-24,"Lomas De Padierna ,Mexico Distrito Federal, Mexico",Homicide
Mexico,2015-06-03,"Loreto, Baja California Sur",Drowning
Mexico,2010-07-09,"Loreto, Baja California Sur, Mexico",Veh. Accid-Auto
Mexico,2010-11-22,"Loreto, Baja California Sur, Mexico",Veh. Accid-Other
Mexico,2012-01-08,"Loreto, Baja California Sur, Mexico",Vehicle Accident - Auto
Mexico,2013-04-29,"Loreto, Baja California, Mexico",Veh. Accid-Motorcy.
Mexico,2013-04-06,"Los Barriles, BCS, Mexico",Suicide
Mexico,2012-12-19,"Los Barriles, Baja California Sur, Mexico",Suicide
Mexico,2012-09-03,"Los Mochis, Sinaloa, Mexico",Homicide
Mexico,2012-07-17,"Los Reyes, Michoacan, Mexico",Vehicle Accident - Auto
Mexico,2013-02-02,"Magdalena De Kino, Sonora, Mexico",Veh. Accid-Auto
Mexico,2010-04-03,"Magdalena de Kino,Sonora, Mexico",Veh. Accid-Auto
Mexico,2015-06-01,"Magdalena, Sonora",Veh. Accid-Motorcy.
Mexico,2013-12-11,"Magdalena, Sonora, Mexico",Veh. Accid-Motorcy.
Mexico,2010-05-22,"Magdalena,Sonora, Mexico",Veh. Accid-Auto
Mexico,2015-02-11,"Mahahual, Quintana Roo",Drowning
Mexico,2010-11-28,"Mahahual, Quintana Roo, Mexico",Drowning
Mexico,2014-01-08,"Majahual, Quintana Roo",Drowning
Mexico,2011-08-11,"Maneadero, Baja California, Mexico",Suicide
Mexico,2013-06-10,"Manzanillo, Colima, Mexico",Veh. Accid-Auto
Mexico,2013-01-21,"Mata Loma, Veracruz, Mexico",Suicide
Mexico,2015-05-03,"Matamoros, Tamaulipas",Homicide
Mexico,2011-07-21,"Matamoros, Tamaulipas, Mexico",Veh. Accid-Auto
Mexico,2011-08-16,"Matamoros, Tamaulipas, Mexico",Suicide
Mexico,2011-11-15,"Matamoros, Tamaulipas, Mexico",Homicide
Mexico,2012-03-24,"Matamoros, Tamaulipas, Mexico",Vehicle Accident - Auto
Mexico,2012-11-05,"Matamoros, Tamaulipas, Mexico",Homicide
Mexico,2013-05-12,"Matamoros, Tamaulipas, Mexico",Homicide
Mexico,2013-12-21,"Matamoros, Tamaulipas, Mexico",Veh. Accid-Auto
Mexico,2014-01-31,"Matamoros,Tamaulipas",Homicide
Mexico,2014-06-09,"Matamoros,Tamaulipas",Homicide
Mexico,2014-10-05,"Matamoros,Tamaulipas",Veh. Accid-Auto
Mexico,2014-10-13,"Matamoros,Tamaulipas",Homicide
Mexico,2014-10-13,"Matamoros,Tamaulipas",Homicide
Mexico,2014-10-13,"Matamoros,Tamaulipas",Homicide
Mexico,2009-11-21,"Matamoros,Tamaulipas, Mexico",Other Accident
Mexico,2009-11-25,"Matamoros,Tamaulipas, Mexico",Homicide
Mexico,2011-03-19,"Matamoros,Tamaulipas, Mexico",Suicide
Mexico,2009-12-30,"Mazamiltla,Jalisco, Mexico",Veh. Accid-Auto
Mexico,2014-02-14,"Mazatlan, Sinaloa",Suicide
Mexico,2014-03-19,"Mazatlan, Sinaloa",Maritime Accident
Mexico,2014-05-04,"Mazatlan, Sinaloa",Maritime Accident
Mexico,2014-05-05,"Mazatlan, Sinaloa",Veh. Accid-Auto
Mexico,2015-04-08,"Mazatlan, Sinaloa",Veh. Accid-Auto
Mexico,2011-02-22,"Mazatlan, Sinaloa, Mexico",Homicide
Mexico,2011-04-09,"Mazatlan, Sinaloa, Mexico",Drowning
Mexico,2011-06-18,"Mazatlan, Sinaloa, Mexico",Suicide
Mexico,2012-03-04,"Mazatlan, Sinaloa, Mexico",Vehicle Accident - Pedestrian
Mexico,2012-09-08,"Mazatlan, Sinaloa, Mexico",Homicide
Mexico,2012-12-26,"Mazatlan, Sinaloa, Mexico",Suicide
Mexico,2009-10-30,"Mazatlan,Sinaloa, Mexico",Maritime Accident
Mexico,2009-11-02,"Mazatlan,Sinaloa, Mexico",Homicide
Mexico,2010-05-20,"Mazatlan,Sinaloa, Mexico",Drowning
Mexico,2013-06-08,"Mazatlan-Culiacan highway, Mexico",Veh. Accid-Other
Mexico,2014-06-24,"Maztlan, Sinaloa",Drowning
Mexico,2011-02-13,"Meoqui, Chihuahua, Mexico",Homicide
Mexico,2012-05-13,"Merida, Yucatan, Mexico",Homicide
Mexico,2012-11-12,"Merida, Yucatan, Mexico",Homicide
Mexico,2013-08-16,"Merida, Yucatan, Mexico",Suicide
Mexico,2013-11-06,"Merida, Yucatan, Mexico",Suicide
Mexico,2010-01-24,"Merida,Yucatan, Mexico",Suicide
Mexico,2010-07-23,"Mexicali, Baja California, Mexico",Homicide
Mexico,2010-07-23,"Mexicali, Baja California, Mexico",Homicide
Mexico,2010-08-29,"Mexicali, Baja California, Mexico",Veh. Accid-Auto
Mexico,2010-11-16,"Mexicali, Baja California, Mexico",Veh. Accid-Auto
Mexico,2010-11-16,"Mexicali, Baja California, Mexico",Veh. Accid-Auto
Mexico,2010-12-17,"Mexicali, Baja California, Mexico",Homicide
Mexico,2011-03-31,"Mexicali, Baja California, Mexico",Homicide
Mexico,2011-05-02,"Mexicali, Baja California, Mexico",Homicide
Mexico,2011-07-04,"Mexicali, Baja California, Mexico",Suicide
Mexico,2011-07-13,"Mexicali, Baja California, Mexico",Veh. Accid-Auto
Mexico,2011-09-26,"Mexicali, Baja California, Mexico",Suicide
Mexico,2011-10-15,"Mexicali, Baja California, Mexico",Homicide
Mexico,2011-11-15,"Mexicali, Baja California, Mexico",Homicide
Mexico,2011-12-17,"Mexicali, Baja California, Mexico",Veh. Accid-Auto
Mexico,2011-12-17,"Mexicali, Baja California, Mexico",Veh. Accid-Auto
Mexico,2012-05-08,"Mexicali, Baja California, Mexico",Homicide
Mexico,2013-02-19,"Mexicali, Baja California, Mexico",Homicide
Mexico,2013-02-19,"Mexicali, Baja California, Mexico",Homicide
Mexico,2013-05-15,"Mexicali, Baja California, Mexico",Veh. Accid-Auto
Mexico,2013-06-02,"Mexicali, Baja California, Mexico",Veh. Accid-Auto
Mexico,2011-07-03,"Mexicali, San Felipe, Mexico",Drowning
Mexico,2014-02-21,"Mexicali,Baja California",Veh. Accid-Auto
Mexico,2014-03-17,"Mexicali,Baja California",Veh. Accid-Auto
Mexico,2014-06-02,"Mexicali,Baja California",Homicide
Mexico,2014-09-30,"Mexicali,Baja California",Homicide
Mexico,2014-11-29,"Mexicali,Baja California",Veh. Accid-Auto
Mexico,2009-10-03,"Mexicali,Baja California, Mexico",Veh. Accid-Pedestr.
Mexico,2010-02-05,"Mexicali,Baja California, Mexico",Suicide
Mexico,2010-03-09,"Mexicali,Baja California, Mexico",Homicide
Mexico,2010-03-12,"Mexicali,Baja California, Mexico",Homicide
Mexico,2010-04-22,"Mexicali,Baja California, Mexico",Homicide
Mexico,2011-01-30,"Mexicali,Baja California, Mexico",Veh. Accid-Pedestr.
Mexico,2012-04-10,Mexico,Vehicle Accident - Auto
Mexico,2016-03-27,Mexico Distrito Federal,Veh. Accid-Auto
Mexico,2014-02-04,"Mexico, Distrito Federal",Homicide
Mexico,2015-02-04,"Mexico, Distrito Federal",Suicide
Mexico,2012-04-07,"Mexico, Distrito Federal, Mexico",Suicide
Mexico,2012-04-16,"Mexico, Distrito Federal, Mexico",Homicide
Mexico,2012-06-30,"Mexico, Distrito Federal, Mexico",Other Accident
Mexico,2012-11-05,"Mexico, Distrito Federal, Mexico",Suicide
